Precinct,Violation,Law,CY2007,CY2008,CY2009,CY2010,CY2011,CY2012,CY2013,CY2014,CY2015,CY2016,2017 YTD 03-31
1,AGGRAVATED UNLICENSED OPERATOR,VTL,0,0,0,0,0,0,0,0,0,0,0
1,ANGLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,BARE HAND CONTACT (FOOD),Health Code,0,0,0,0,0,0,0,0,0,0,0
1,BICYCLE (OTHER),VTL,0,1,0,0,0,0,0,0,0,0,0
1,BICYCLE INFRACTION (COMMERCIAL),Administrative Code,2,0,0,0,2,6,8,3,1,0,0
1,BICYCLE NO BELL,VTL,0,0,0,0,0,0,0,0,0,0,0
1,BICYCLE NO BRAKES,VTL,0,0,0,0,0,0,0,0,0,0,0
1,BICYCLE NO LIGHTS,VTL,0,0,0,0,0,0,0,0,0,0,0
1,BICYCLE NO REFLECTOR VEST,VTL,0,0,0,0,0,0,0,0,0,0,0
1,BICYCLE NO SAFETY HELMET,VTL,0,0,0,0,0,0,0,0,0,0,0
1,BICYCLE ON SIDEWALK,Administrative Code,1,3,2,14,49,127,70,8,0,4,0
1,BIKE IN PARK,Park Regs,0,0,0,0,0,0,0,2,0,0,0
1,BOX CUTTER,Administrative Code,0,4,10,0,1,1,0,2,2,5,0
1,BROKEN WINDSHIELD,VTL,5,1,0,0,0,0,0,0,0,0,0
1,COMMERCIAL VEHICLE PARKED OVERNIGHT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,Administrative Code,68,57,105,99,42,53,47,27,4,27,27
1,CONSUMPTION OF ALCOHOL,Administrative Code,137,332,204,223,252,272,473,492,349,387,55
1,CONSUMPTION OF ALCOHOL IN PARK,Park Regs,0,0,0,0,0,0,3,2,1,1,0
1,CONSUMPTION OF ALCOHOL IN VEHICLE,VTL,2,1,0,1,0,0,0,0,0,0,0
1,CROSSED DOUBLE YELLOW TO PASS,VTL,0,0,0,0,0,0,0,0,0,0,0
1,CROSSWALK,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,CRUISING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,CRUISING PROHIBITED - MEDALLION,Administrative Code,1,2,0,1,1,0,0,0,0,0,0
1,DEFECTIVE BREAKLIGHT,VTL,17,1,4,9,1,4,0,0,0,0,0
1,DEFECTIVE HEADLIGHT,VTL,24,17,1,27,2,1,0,0,0,0,0
1,DEFECTIVE REFLECTOR,VTL,3,3,3,7,0,0,0,0,0,1,2
1,DISOBEY TRANSIT SIGN,Transit Regs,0,0,0,0,0,0,0,0,1,0,0
1,DISORDERLY CONDUCT,Penal Law,334,324,299,405,441,459,425,235,99,125,12
1,DISORDERLY PERSON IN PARK,Park Regs,1,2,1,0,0,2,0,2,0,8,0
1,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,ABC,5,0,2,1,0,4,3,1,3,0,0
1,DOG IN PARK,Park Regs,0,0,0,0,0,0,0,0,0,0,0
1,DOG: FAILURE TO REMOVE CANINE WASTE,Health Code,0,0,0,2,1,0,0,1,0,0,0
1,DOG: NO VACCINATION,Health Code,0,0,0,2,0,0,0,0,0,0,0
1,DOG: UNLEASHED,Health Code,1,0,1,1,1,0,2,0,0,1,1
1,DOG: UNLICENSED,Health Code,2,0,7,6,0,0,0,0,0,1,0
1,DOING BUS WITH OTHER NAME,General Business Law,1,0,0,0,0,0,0,0,0,0,0
1,DOUBLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,DRIVE ON SIDEWALK,VTL,0,0,0,0,0,0,0,0,0,0,0
1,DRIVE THRU BARRIER,VTL,0,0,0,0,0,0,0,0,0,0,0
1,DUMPING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,EXCAVATION (VEHICLE OBSTRUCTING TRAFFIC),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,EXPOSURE OF PERSON,Penal Law,12,11,12,10,10,7,5,0,1,0,0
1,FAIL TO COMPLY WITH ORDER,VTL,3,2,1,0,0,2,1,0,0,0,0
1,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,Administrative Code,3,2,3,11,1,6,2,12,0,0,1
1,FAIL TO SECURE WORKERS COMPENSATION INSURANCE,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
1,FAIL TO YIELD AT LEFT TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
1,FAIL TO YIELD FOR EMERGENCY VEHICLE,VTL,0,0,0,0,0,0,0,0,0,0,0
1,FAILED TO DISPLAY BARBER LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
1,FAILURE TO COMPLY WITH SIGN,Park Regs,8,11,8,1,7,4,24,16,0,1,0
1,FAILURE TO SURRENDER LICENSE OR REGISTRATION,VTL,1,0,0,0,0,0,0,0,0,0,0
1,FAILURE TO YIELD AT INTERSECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
1,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,Traffic Regs,0,1,0,0,0,0,0,0,0,1,0
1,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,NYS Transportation,258,1292,3695,1512,509,943,574,411,135,464,429
1,FIRE HYDRANT,Traffic Regs,1,0,0,0,0,0,0,0,0,0,0
1,FIRE WITHOUT PERMIT,Park Regs,0,0,0,0,0,0,0,0,0,0,0
1,FIREWORKS,Administrative Code,0,2,0,0,1,0,0,0,0,0,0
1,FIREWORKS- POSSESS/USE,Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,FOLLOWING TOO CLOSELY,VTL,0,0,0,0,0,0,0,0,0,0,0
1,FOOD PROTECTION/STORAGE/TRANSPORTATION,Sanitary Code (NYS),0,5,20,22,11,31,5,2,0,0,2
1,FOR SALE SIGN DISPLAYED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,GRAFFITI,Administrative Code,0,0,0,2,1,0,4,0,0,0,0
1,HARASSMENT 2,Penal Law,9,1,1,2,6,1,1,0,3,3,0
1,HAZING 2,Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,HIGHWAY USE TAX (NEW YORK STATE),Tax Law,44,36,71,33,3,5,26,9,5,22,20
1,IDLING OF VEHICLE,Administrative Code,0,0,0,0,0,1,1,2,6,0,0
1,ILLEGAL BOTTLE CLUB,ABC,0,1,0,14,8,2,0,2,0,0,0
1,IMITATION PISTOL/AIR RIFLE- POSSESSION OF,Administrative Code,0,0,0,1,0,0,0,0,0,1,0
1,IMPROPER DISPLAY REG. STKR.,Traffic Regs,1,0,0,0,0,0,0,0,0,0,0
1,IMPROPER ENTRANCE/EXIT,Transit Regs,0,0,0,0,0,0,0,0,0,5,0
1,IMPROPER PLATES,VTL,9,2,14,2,0,0,0,0,1,5,1
1,IMPROPER REGISTRATION,Traffic Regs,3,0,2,0,0,0,0,0,0,0,0
1,IMPROPER STICKER,VTL,0,0,0,1,0,0,1,0,0,0,0
1,IMPROPER TURN,VTL,0,0,0,1,0,0,0,0,0,0,0
1,IN PUBLIC UNDER DRUGS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,INADEQUATE MOTOR VEHICLE EQUIPMENT,VTL,96,19,50,34,3,4,17,4,0,5,8
1,INDETERMINABLE,Indeterminable,1105,0,6,0,9,4,9,2,1,2,6
1,INSPECTION STICKER (MISSING/EXPIRED),Traffic Regs,0,0,0,0,0,0,0,1,0,0,0
1,INSPECTION STICKER (MUTILATED/COUNTERFEIT),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,INSURANCE STAMP EXPIRED,Administrative Code,0,0,1,0,1,1,0,0,0,0,0
1,INTERSECTION,Traffic Regs,0,0,0,0,7,2,0,0,0,0,0
1,INVALID PROOF OF INSURANCE,VTL,2,0,3,0,0,0,0,0,0,0,0
1,JAYWALKING,Traffic Regs,0,1,0,2,3,3,2,3,3,4,0
1,KEY IN IGNITION,Administrative Code,0,0,1,0,0,0,1,0,0,2,0
1,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,9,4,4,2,8,5,1,2,1,1,0
1,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,0,0,1,0,1,1,0,0,0,0,0
1,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,VTL,0,0,4,5,11,3,3,0,0,0,0
1,LITTERING,Administrative Code,35,35,52,4,6,5,9,12,5,8,4
1,,Health Code,1,0,0,1,0,0,0,0,0,0,0
1,LITTERNG,Park Regs,0,2,1,1,0,0,0,1,0,1,0
1,LOITERING (BEGGING),Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,LOITERING (GAMBLING),Penal Law,0,0,0,0,0,0,0,0,3,0,0
1,LOITERING (MASKED/DISGUISE),Penal Law,0,0,0,0,13,0,0,0,0,0,0
1,LOITERING (SCHOOL),Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,LOITERING (SEXUAL CONDUCT),Penal Law,0,2,0,0,0,0,0,0,0,0,0
1,LOITERING (TRANSPORTATION FACILITY),Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,LOITERING (TRANSPORTATION FACILITY/SLEEPING),Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,LOITERING (UNCLASSIFIED),Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,MARIJUANA- POSSESSION OF,Penal Law,24,25,35,20,37,45,100,75,50,140,38
1,METER (BROKEN),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,METER (EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,MISSING EQUIPMENT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,MISSING/IMPROPER PLATES,Traffic Regs,0,0,0,0,0,0,0,1,0,0,0
1,MISUSE OF DEALER PLATES,VTL,3,0,0,0,0,0,0,0,0,0,0
1,MOTORCYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
1,MOTORCYCLE HELMET REQUIRED,VTL,0,0,0,0,0,0,0,0,0,0,0
1,NO BARBERS LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
1,NO BUSINESS CERTIFICATE,General Business Law,0,0,2,0,0,0,0,0,0,0,0
1,NO CERTIFICATE OF AUTHORITY,Tax Law,36,4,4,20,14,35,11,0,0,0,0
1,NO CHAUFFEURS LICENSE (CLASS E),Administrative Code,3,1,2,8,10,2,5,0,0,0,0
1,NO MATCH PLATE/STICKER,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO MEDALLION,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,NO PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO PARKING (EXCEPT AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO PARKING (STREET CLEANING),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO POSTING WORKERS COMP INS,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
1,NO PREGNANCY WARNING SIGN,ABC,0,1,0,0,0,8,2,1,0,0,0
1,NO SECURITY GUARD LICENSE,General Business Law,4,2,3,4,6,3,0,0,1,3,3
1,NO SMOKING SIGNS NOT POSTED,Health Code,0,0,0,0,0,0,0,0,0,0,0
1,NO STANDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO STANDING (AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO STANDING (BUS LANE),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO STANDING (BUS STOP),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,NO TAX STAMP,Administrative Code,153,178,437,245,89,80,92,46,13,52,52
1,NO TRIP SHEET,Administrative Code,6,0,0,0,1,0,2,0,0,0,0
1,NO VENDING MACHINE DISCLOSURE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
1,NOISE (ANIMIAL),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,NOISE (DEVICE),Administrative Code,1,0,1,0,1,1,0,0,0,0,0
1,NOISE (HORN/ALARM),Administrative Code,1,0,0,1,0,0,2,1,2,0,0
1,NOISE (UNREASONABLE),Administrative Code,4,0,1,3,10,23,4,4,5,3,0
1,NON PAYMENT OF FARE (BUS),Transit Regs,0,0,0,0,0,0,0,0,0,0,0
1,NON PAYMENT OF FARE (OTHER),Transit Regs,0,0,0,0,0,0,0,0,1,0,0
1,OBSTRUCTED VIEW,VTL,0,0,0,0,0,0,0,0,0,0,0
1,OBSTRUCTED VIEW OF PREMISE,ABC,2,0,2,2,8,0,1,1,0,1,0
1,OBSTRUCTING DRIVEWAY,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,OBSTRUCTING TRAFFIC,Traffic Regs,3,0,0,1,0,1,1,0,0,0,0
1,OFFENSIVE EXHIBITION,Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,ONE WAY STREET,VTL,0,0,0,1,1,0,0,0,0,0,0
1,OPEN FIRE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,OPEN HYDRANT,Administrative Code,0,0,0,0,0,0,0,0,1,0,0
1,OTHER ADMINISTRATIVE CODE,Administrative Code,105,139,187,222,151,130,88,59,42,82,4
1,OTHER AGRICULTURE & MARKETS LAW,Agriculture & Markets Law,0,0,0,0,0,0,0,1,1,0,0
1,OTHER ALCOHOL BEVERAGE CONTROL LAWS,ABC,1,8,10,40,33,22,5,21,3,7,0
1,OTHER ARTS AND CULTURAL AFFAIRS,ACA,0,0,0,0,0,0,0,0,0,0,0
1,OTHER BUSINESS LAW,General Business Law,1,0,0,0,0,0,0,0,0,0,0
1,OTHER ENVIRONMENTAL CONSERVATION LAW,Environmental Conservation Law,0,0,0,0,0,2,0,0,0,3,0
1,OTHER HEALTH CODE,Health Code,48,34,20,16,5,12,2,6,9,8,4
1,OTHER MULTIPLE DWELLING,Multiple Dwelling,0,0,0,0,0,0,0,0,0,0,0
1,OTHER NAVIGATION LAW,Navigation Law,0,34,11,8,28,32,62,67,43,64,0
1,OTHER NEW YORK STATE EDUCATION LAW,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
1,OTHER NYS TRANSPORTATION,NYS Transportation,661,294,146,51,77,135,318,50,27,81,59
1,OTHER NYS WORK COMPENSATION,NYS Workers Comp,0,0,0,0,0,0,0,4,0,0,0
1,OTHER PARK REGULATIONS,Park Regs,1,1,10,8,21,21,37,40,177,154,1
1,OTHER PENAL LAW,Penal Law,5,2,5,2,5,1,4,2,5,0,1
1,OTHER SANITARY CODE,Sanitary Code (NYS),0,0,1,0,2,1,1,0,0,0,0
1,OTHER TAX LAW,Tax Law,52,12,3,0,1,2,0,0,0,0,0
1,OTHER TAXI LIMOUSINE COMMISSION,TLC,2,0,0,0,1,1,7,0,0,4,0
1,OTHER TRAFFIC REGULATIONS,Traffic Regs,70,50,121,99,35,57,57,25,17,29,25
1,OTHER TRANSIT REGULATIONS,Transit Regs,4,0,0,1,18,11,1,0,0,71,21
1,OTHER VEHICLE TRAFFIC LAW,VTL,74,55,159,76,54,69,81,44,32,61,39
1,OVERWEIGHT (VEHICLE),VTL,24,5,12,18,0,0,9,1,0,2,0
1,PANHANDLING,Administrative Code,0,0,0,2,0,1,2,3,3,4,0
1,PARK ON SIDEWALK,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),Park Regs,2,30,3,0,0,1,2,0,3,1,0
1,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,Traffic Regs,1,0,0,0,0,0,0,0,0,0,0
1,PASSING ON LEFT,VTL,0,0,0,0,0,0,0,0,0,0,0
1,PASSING ON RIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
1,PAVEMENT MARKING (DISOBEY),VTL,1,0,0,0,0,0,0,0,0,0,0
1,PICK UP FROM BUS STOP,Tax Law,0,0,0,0,0,0,0,0,0,0,0
1,PICK UP HAIL IN BUS STOP,Administrative Code,0,0,0,0,1,3,6,0,1,0,0
1,PICK-UP FARE IN BUS STOP,VTL,0,0,0,1,0,0,3,1,1,0,0
1,POLICE RADIO OR EQUIPMENT,TLC,0,0,0,0,0,0,0,0,0,0,0
1,POSSESSION OF KNIFE,Administrative Code,3,1,0,0,4,1,6,2,15,13,0
1,POSSESSION OF MACE,Administrative Code,0,1,0,0,0,0,2,1,1,3,0
1,PRACTICE OF BARBERING WITHOUT A LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
1,PROMOTING EXPOSURE,Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,RECKLESS DRIVING,VTL,43,47,49,59,83,120,127,35,19,27,4
1,RED LIGHT (DISOBEY),VTL,0,0,2,0,0,0,1,1,0,0,0
1,REGISTRATION STICKER MISSING/EXPIRED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,REVOKED REGISTRATION,VTL,5,3,0,0,1,2,3,1,1,1,0
1,RIDING IN OTHER THAN PASSENGER COMPARTMENT,VTL,0,0,0,0,0,0,0,0,0,0,0
1,RIFLE- SHOTGUN- AMMO SALE OR PURCHASE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,SAFETY BELT (ADULT),VTL,2,0,0,0,0,0,0,0,0,0,0
1,SAFETY BELT (CHILD),VTL,0,0,0,0,0,0,0,0,0,0,0
1,SAFETY BELT (NO CHILD SEAT),VTL,0,0,0,0,0,0,0,0,0,0,0
1,SAFETY ZONE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,SAFETY ZONE DIRECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
1,SALE OF ALCOHOL TO A MINOR,ABC,1,3,0,4,12,11,3,4,2,3,1
1,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,ABC,4,10,13,16,6,14,11,2,4,1,0
1,SCHOOL BUS- PASSING STOPPED,VTL,0,0,0,0,1,0,0,0,0,0,0
1,SEX IN PARK,Park Regs,0,5,0,2,0,0,0,0,0,0,0
1,SMOKING,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
1,SMOKING IN ELEVATOR,Health Code,0,0,0,0,0,0,0,0,0,0,0
1,SMOKING IN TRAIN STATION,Transit Regs,0,0,0,0,10,4,0,0,0,5,1
1,SOUND REPRODUCTION DEVICE-NO PERMIT,Administrative Code,1,1,0,0,1,2,2,7,0,2,1
1,SPEEDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,SPITTING IN PUBLIC,Health Code,4,1,3,1,5,4,5,5,2,3,0
1,STOP SIGN,VTL,0,0,0,0,0,0,0,0,0,0,0
1,STORAGE 24HR COMMERICAL VEHICLES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,TAKE OFFS AND LANDING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,TAXI-NO METER,Administrative Code,0,0,0,12,0,0,0,0,0,0,0
1,TICKET SPECULATION,ACA,0,0,0,0,0,0,0,0,0,0,0
1,TOW TRUCK VIOLATIONS (OTHER),Administrative Code,0,0,0,0,0,0,4,0,0,0,0
1,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,Administrative Code,0,0,0,0,0,0,2,0,0,0,0
1,TRESPASS,Penal Law,29,35,21,30,26,72,24,45,96,47,5
1,TRUANCY,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
1,U-TURN,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,UNATTENDED VEHICLE (ENGINE RUNNING),VTL,0,0,0,1,0,0,0,0,0,0,0
1,UNAUTHORIZED COLOR (TAXI YELLOW),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,UNAUTHORIZED POSTING,Administrative Code,1,2,3,0,0,0,0,1,2,2,1
1,UNAUTHORIZED RADIO,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,UNAUTHORIZED SIGNS (TAXI- CAR SERVICE),Administrative Code,1,0,1,0,0,0,0,0,0,0,0
1,UNAUTHORIZED TAXI FOR HIRE,TLC,0,0,0,0,0,0,0,0,0,0,0
1,UNAUTHORIZED USE OF POLICE INSIGNIA,VTL,0,0,0,1,0,0,0,0,0,0,0
1,UNDERAGE DRINKING,ABC,4,10,4,8,9,5,2,4,1,0,0
1,UNINSPECTED VEHICLE,VTL,21,19,21,19,4,4,7,4,4,7,3
1,UNINSURED VEHICLE,VTL,12,24,31,22,8,9,5,3,0,0,4
1,UNINSURED VEHICLES FOR HIRE,VTL,1,0,1,3,5,0,2,0,0,0,0
1,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
1,UNLAWFULLY POSTING ADVERTISEMENTS,Penal Law,1,0,3,0,0,1,6,6,0,2,0
1,UNLICENSED CABARET,ABC,0,4,0,0,1,8,0,5,0,0,1
1,UNLICENSED OPERATOR,VTL,14,10,19,6,1,7,6,3,2,5,4
1,UNLICENSED SALE OF ALCOHOL,ABC,1,6,6,4,7,3,0,0,3,1,0
1,UNLICENSED VEHICLE FOR HIRE,Administrative Code,0,1,2,2,7,1,3,1,2,2,0
1,UNREASONABLE  SPEED,VTL,0,0,0,0,0,0,0,0,0,0,0
1,UNREGISTERED VEHICLE,VTL,35,35,73,55,26,53,27,22,13,24,18
1,UNSAFE LANE CHANGE,VTL,0,0,0,0,0,0,0,0,0,0,0
1,UNSAFELY BACKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,URINATE/DEFICATE IN PARK,Park Regs,0,1,0,0,0,0,1,0,0,0,0
1,URINATING IN PUBLIC,Administrative Code,37,82,63,131,158,173,254,138,66,62,13
1,,Health Code,126,183,111,110,62,56,44,18,6,8,0
1,VEHICLE IN PARK,Park Regs,2,1,0,0,0,0,0,0,0,0,0
1,VENDING ON PARKING METER,Administrative Code,0,2,3,0,0,2,2,0,4,0,0
1,VENDING: NO TAX STAMP,Administrative Code,0,7,0,3,3,3,0,0,1,0,0
1,VENDOR: (OTHER),Administrative Code,0,0,8,2,6,33,19,3,28,14,0
1,VENDOR: BEYOND MARKET SPACE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,Administrative Code,9,1,6,1,0,6,0,0,1,0,0
1,VENDOR: FAIL TO DISPLAY PERMIT,Administrative Code,0,0,0,1,0,0,2,0,0,0,0
1,VENDOR: FAIL TO DISPLAY PRICES,Administrative Code,0,0,0,0,1,1,1,1,0,0,0
1,VENDOR: OVERSIZE TABLE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
1,VENDOR: UNLICENSED,Administrative Code,6,19,7,8,6,0,3,0,0,2,0
1,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,Administrative Code,0,0,0,3,8,34,110,4,0,0,0
1,VIOLATE LEARNERS PERMIT,VTL,0,0,0,0,0,1,0,0,0,0,0
1,VIOLATE RESTRICTED USE LICENSE,VTL,0,0,0,0,0,0,0,0,0,0,0
1,WINDSHIELD WASHERS,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
1,WRONG WAY,Traffic Regs,0,0,0,0,0,0,1,0,0,0,0
1,Total(Violation),,3865,3576,6222,3857,2541,3308,3319,2029,1334,2090,871
5,ACCEPT ON HAIL,Administrative Code,144,129,64,56,40,17,15,2,5,9,2
5,AFTER HOURS CONSUMPTION,ABC,0,0,0,0,4,2,0,0,0,0,0
5,AGGRAVATED UNLICENSED OPERATOR,VTL,0,0,1,0,0,0,0,1,11,3,0
5,ANGLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
5,BARE HAND CONTACT (FOOD),Health Code,0,0,0,0,1,2,2,3,0,2,0
5,BICYCLE (OTHER),VTL,0,0,0,0,0,0,5,0,0,0,0
5,BICYCLE INFRACTION (COMMERCIAL),Administrative Code,1,0,0,0,1,3,66,50,5,6,6
5,BICYCLE NO BELL,VTL,0,0,0,0,0,0,1,0,0,0,0
5,BICYCLE NO BRAKES,VTL,0,0,0,0,0,0,24,0,0,0,0
5,BICYCLE NO LIGHTS,VTL,0,0,0,0,0,0,25,0,0,0,0
5,BICYCLE NO REFLECTOR VEST,VTL,0,0,0,0,0,0,0,0,0,0,0
5,BICYCLE NO SAFETY HELMET,VTL,0,0,0,0,0,0,1,0,0,0,2
5,BICYCLE ON SIDEWALK,Administrative Code,64,104,118,113,142,102,186,62,10,6,2
5,BIKE IN PARK,Park Regs,0,0,0,0,0,0,0,0,2,0,0
5,BOX CUTTER,Administrative Code,4,3,4,2,2,7,7,3,2,1,0
5,BROKEN WINDSHIELD,VTL,5,6,0,0,0,0,0,0,0,0,0
5,COMMERCIAL VEHICLE PARKED OVERNIGHT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
5,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,Administrative Code,107,87,105,17,48,89,102,116,81,90,17
5,CONSUMPTION OF ALCOHOL,Administrative Code,454,556,816,657,576,687,668,733,807,793,163
5,CONSUMPTION OF ALCOHOL IN PARK,Park Regs,5,4,15,17,10,4,5,1,6,3,0
5,CONSUMPTION OF ALCOHOL IN VEHICLE,VTL,0,0,0,0,0,0,0,0,0,0,0
5,CROSSED DOUBLE YELLOW TO PASS,VTL,0,0,0,0,0,0,0,0,0,0,0
5,CROSSWALK,Traffic Regs,0,0,0,0,1,0,0,0,0,0,0
5,CRUISING,Traffic Regs,0,0,0,0,0,0,0,1,0,0,0
5,CRUISING PROHIBITED - MEDALLION,Administrative Code,3,1,2,3,4,3,18,4,0,2,1
5,DEFECTIVE BREAKLIGHT,VTL,11,6,15,5,1,1,0,0,0,0,0
5,DEFECTIVE HEADLIGHT,VTL,22,15,6,4,5,0,0,6,0,0,0
5,DEFECTIVE REFLECTOR,VTL,9,10,5,0,0,0,0,0,1,0,0
5,DISOBEY TRANSIT SIGN,Transit Regs,0,0,0,0,0,0,0,0,0,1,5
5,DISORDERLY CONDUCT,Penal Law,486,435,627,729,953,385,423,280,318,288,66
5,DISORDERLY PERSON IN PARK,Park Regs,1,4,1,0,1,2,2,2,0,0,0
5,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,ABC,6,3,2,0,3,1,2,0,1,1,0
5,DOG IN PARK,Park Regs,0,0,0,27,8,11,1,0,1,1,0
5,DOG: FAILURE TO REMOVE CANINE WASTE,Health Code,0,7,8,0,3,3,1,1,2,2,0
5,DOG: NO VACCINATION,Health Code,1,0,1,10,0,0,0,0,0,0,0
5,DOG: UNLEASHED,Health Code,18,24,16,22,20,28,13,11,5,7,1
5,DOG: UNLICENSED,Health Code,4,5,11,5,12,19,4,0,0,0,0
5,DOING BUS WITH OTHER NAME,General Business Law,1,0,0,0,0,0,0,0,0,0,0
5,DOUBLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
5,DRIVE ON SIDEWALK,VTL,0,1,1,0,0,0,0,1,0,0,0
5,DRIVE THRU BARRIER,VTL,0,0,0,0,0,0,0,0,0,0,0
5,DUMPING,Administrative Code,0,0,0,0,0,0,1,0,0,0,0
5,EXCAVATION (VEHICLE OBSTRUCTING TRAFFIC),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
5,EXPOSURE OF PERSON,Penal Law,1,1,3,1,1,3,4,5,2,1,0
5,FAIL TO COMPLY WITH ORDER,VTL,1,0,1,1,1,0,1,0,0,0,0
5,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,Administrative Code,11,5,6,7,4,5,11,2,0,4,0
